task_id,layer,difficulty,system,model_id,seed,passed,score,failure_mode,rubric_json,notes,n_turns,wallclock_s,adapter_error,started_at,trajectory
B01_full_pipeline,B,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""mt_obs"": true, ""ribo_obs"": true, ""leiden_present"": true, ""counts_layer"": true, ""hvg"": true, ""pca"": true, ""umap"": true, ""cluster_count"": true, ""cells_after_full_qc"": true, ""resolution_chosen"": true, ""ari_vs_celltype"": true}",ari_vs_celltype: ARI=0.537,25,664.9692788124084,,2026-04-26T05:57:57.627407Z,trajectories/qwen_local_full/B01_full_pipeline__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B02_subset_recluster,B,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""subset_size"": true, ""only_t_cells"": true, ""tsubcluster_present"": true, ""subcluster_count"": true, ""cd4_cd8_split"": true}","cd4_cd8_split: CD4-dominant: ['0', '2', '3', '4']; CD8A-dominant: ['1']",4,34.33175706863403,,2026-04-26T06:02:16.943718Z,trajectories/qwen_local_full/B02_subset_recluster__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B02_subset_recluster,B,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""subset_size"": true, ""only_t_cells"": true, ""tsubcluster_present"": true, ""subcluster_count"": true, ""cd4_cd8_split"": true}","cd4_cd8_split: CD4-dominant: ['0', '1', '3', '4']; CD8A-dominant: ['2']",4,45.394426584243774,,2026-04-26T06:01:42.214768Z,trajectories/qwen_local_full/B02_subset_recluster__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B03_diff_expression,B,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,"{""rank_present"": false, ""rank_substructure"": false, ""multi_method_de_consistency"": false, ""top_markers_canonical_per_cluster"": false}",rank_present: uns missing: ['rank_genes_groups'] | rank_substructure: uns key missing: rank_genes_groups | multi_method_de_consistency: only 0 DE-related uns keys: [] | top_markers_canonical_per_cluster: uns['rank_genes_groups'] missing,15,284.77046632766724,,2026-04-26T06:14:29.324695Z,trajectories/qwen_local_full/B03_diff_expression__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B03_diff_expression,B,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true, ""top_markers_canonical_per_cluster"": true}","multi_method_de_consistency: 3 DE methods; mean Jaccard = 0.438 | top_markers_canonical_per_cluster: 6 clusters hit canonical markers: [('1', 'CD14-positive monocyte', ['CD14', 'LYZ', 'S100A8', 'S100A9']), ('12', 'B cell', ['CD19', 'CD79A', 'MS4A1']), ('2', 'CD4-positive, alpha-beta T cell', ['CD3D', 'CD3E', 'IL7R']), ('3', 'CD14-positive monocyte', ['S100A8', 'S100A9']), ('5', 'cytotoxic T cell', ['CD3D', 'CD3E'])]",15,446.01762437820435,,2026-04-26T06:09:44.152144Z,trajectories/qwen_local_full/B03_diff_expression__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B04_multi_method_batch_correction,B,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""batch_obs"": true, ""batch_separation_reduced"": true, ""celltype_structure_preserved"": true, ""kbet_lisi_quantitative"": true}","batch_separation_reduced: max silhouette drop=+0.029 (base=0.008); per-key [('X_combat', 0.020362775513450754), ('X_harmony', 0.007612904693814926), ('X_mde_combat', -0.029976096004247665), ('X_mde_harmony', 0.010407015681266785), ('X_mde_scVI', -0.005713801831007004), ('X_mde_scanorama', -0.0025749364867806435), ('X_pca_harmony', 0.005005192011594772), ('X_scVI', 0.007734006496320944), ('X_scanorama', -0.016282718675502707), ('corrected', 0.029151178435234175)] | celltype_structure_preserved: best ASW(cell_type)=0.145 ≥ 50%×0.125 | kbet_lisi_quantitative: max kNN-batch-mixing score = 0.823; per-key [('X_combat', 0.7802499999999999), ('X_harmony', 0.6981428571428571), ('X_mde_combat', 0.19424999999999998), ('X_mde_harmony', 0.7100714285714286), ('X_mde_scVI', 0.6897857142857142), ('X_mde_scanorama', 0.5753214285714284), ('X_pca_harmony', 0.6852142857142857), ('X_scVI', 0.6592499999999999), ('X_scanorama', 0.49742857142857144), ('corrected', 0.8226785714285713)]",17,1049.2068028450012,,2026-04-26T06:55:03.866236Z,trajectories/qwen_local_full/B04_multi_method_batch_correction__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B04_multi_method_batch_correction,B,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""batch_obs"": true, ""batch_separation_reduced"": true, ""celltype_structure_preserved"": true, ""kbet_lisi_quantitative"": true}","batch_separation_reduced: max silhouette drop=+0.029 (base=0.008); per-key [('X_combat', 0.009186540963128209), ('X_harmony', 0.007612743283971213), ('X_mde_combat', -0.029976096004247665), ('X_mde_harmony', 0.010407015681266785), ('X_mde_scVI', -0.005713801831007004), ('X_mde_scanorama', -0.0025749364867806435), ('X_pca_harmony', 0.007612743283971213), ('X_scVI', 0.007734006496320944), ('X_scanorama', -0.016282718675502707), ('corrected', 0.029151178435234175)] | celltype_structure_preserved: best ASW(cell_type)=0.139 ≥ 50%×0.125 | kbet_lisi_quantitative: max kNN-batch-mixing score = 0.823; per-key [('X_combat', 0.22485714285714284), ('X_harmony', 0.6981428571428571), ('X_mde_combat', 0.19424999999999998), ('X_mde_harmony', 0.7100714285714286), ('X_mde_scVI', 0.6897857142857142), ('X_mde_scanorama', 0.5753214285714284), ('X_pca_harmony', 0.6981428571428571), ('X_scVI', 0.6592499999999999), ('X_scanorama', 0.49742857142857144), ('corrected', 0.8226785714285713)]",10,1366.838986158371,,2026-04-26T06:37:26.107963Z,trajectories/qwen_local_full/B04_multi_method_batch_correction__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B05_multi_method_annotation,B,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""multi_annotation"": true}","multi_annotation: 4 annotation methods; family-level agreement = 0.957 (pairwise=[0.952, 0.949, 0.971])",17,993.2281122207642,,2026-04-26T07:20:10.040466Z,trajectories/qwen_local_full/B05_multi_method_annotation__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B05_multi_method_annotation,B,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""multi_annotation"": true}","multi_annotation: 3 annotation methods; family-level agreement = 0.924 (pairwise=[0.937, 0.889, 0.946])",19,427.8035478591919,,2026-04-26T07:03:36.099533Z,trajectories/qwen_local_full/B05_multi_method_annotation__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B06_reference_annotation,B,medium,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""predicted_obs"": true, ""ref_celltype_present"": true, ""predicted_coverage"": true}",,10,277.60859775543213,,2026-04-27T01:25:22.247315Z,trajectories/qwen_local_full/B06_reference_annotation__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B06_reference_annotation,B,medium,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""predicted_obs"": true, ""ref_celltype_present"": true, ""predicted_coverage"": true}",,10,328.9755172729492,,2026-04-27T01:20:44.286067Z,trajectories/qwen_local_full/B06_reference_annotation__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B08_aucell_pathway_scoring,B,medium,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.6666666666666666,wrong_workflow_order,"{""score_columns_regex"": true, ""score_count_matching"": true, ""tb_celltype_specificity"": false}","score_columns_regex: '^(aucell|score|signature|auc)_'→score_tcell | score_count_matching: 2 matching: ['score_tcell', 'score_bcell'] | tb_celltype_specificity: only 1 columns peak in expected family (need ≥2); samples=['score_bcell↑b_cell (z_gap=5.94)']",10,91.46155714988708,,2026-04-27T11:37:10.702251Z,trajectories/qwen_local_full/B08_aucell_pathway_scoring__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B08_aucell_pathway_scoring,B,medium,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""score_columns_regex"": true, ""score_count_matching"": true, ""tb_celltype_specificity"": true}","score_columns_regex: '^(aucell|score|signature|auc)_'→aucell_t_cell_activation | score_count_matching: 7 matching: ['aucell_t_cell_activation', 'aucell_interferon_response', 'aucell_b_cell_receptor', 'aucell_nk_cytotoxic', 'aucell_glycolysis', 'aucell_t_cell', 'aucell_b_cell'] | tb_celltype_specificity: 2 celltype-specific scores: ['aucell_b_cell_receptor↑b_cell (z_gap=5.57)', 'aucell_b_cell↑b_cell (z_gap=4.77)']",8,135.82263493537903,,2026-04-27T11:35:39.236873Z,trajectories/qwen_local_full/B08_aucell_pathway_scoring__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B09_cnmf_gene_programs,B,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.8,wrong_workflow_order,"{""cnmf_obsm"": true, ""cnmf_programs_uns"": true, ""dominant_program"": true, ""n_programs"": true, ""cnmf_real_call"": false}",cnmf_obsm: 'X_cnmf|cnmf_usages|gep_usages'→X_cnmf | cnmf_programs_uns: 'cnmf.*program|cnmf.*spectra|cnmf.*gene_loading|gep_program'→cnmf_programs_gene_loadings | cnmf_real_call: real cNMF library invocation: no markers in tool output,17,487.3779113292694,,2026-04-27T02:48:52.502783Z,trajectories/qwen_local_full/B09_cnmf_gene_programs__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B09_cnmf_gene_programs,B,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""cnmf_obsm"": true, ""cnmf_programs_uns"": true, ""dominant_program"": true, ""n_programs"": true, ""cnmf_real_call"": true}","cnmf_obsm: 'X_cnmf|cnmf_usages|gep_usages'→X_cnmf | cnmf_programs_uns: 'cnmf.*program|cnmf.*spectra|cnmf.*gene_loading|gep_program'→cnmf_gene_loadings | cnmf_real_call: real cNMF library invocation: matched [""'\\\\bget_results_rfc\\\\b'→'get_results_rfc'"", ""'\\\\bov\\\\.single\\\\.cNMF\\\\b'→'ov.single.cNMF'""]",15,1171.8760092258453,,2026-04-27T02:40:44.747914Z,trajectories/qwen_local_full/B09_cnmf_gene_programs__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B10_gene_regulatory_network,B,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,{},no final adata produced,0,0.0,manual_sentinel: smoke_b sweep terminated due to qwen ollama deadlock pattern; B-layer FM-heavy tasks timeout reliably for qwen3.6 35B.,2026-04-26T20:12:00Z,trajectories/qwen_local_full/B10_gene_regulatory_network__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B10_gene_regulatory_network,B,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,{},no final adata produced,0,0.0,manual_sentinel: smoke_b sweep terminated due to qwen ollama deadlock pattern; B-layer FM-heavy tasks timeout reliably for qwen3.6 35B.,2026-04-26T20:12:00Z,trajectories/qwen_local_full/B10_gene_regulatory_network__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
B11_scrna_cell_cell_communication,B,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,{},no final adata produced,0,0.0,manual_sentinel: smoke_b sweep terminated due to qwen ollama deadlock pattern; B-layer FM-heavy tasks timeout reliably for qwen3.6 35B.,2026-04-26T20:12:00Z,trajectories/qwen_local_full/B11_scrna_cell_cell_communication__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
B11_scrna_cell_cell_communication,B,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,{},no final adata produced,0,0.0,manual_sentinel: smoke_b sweep terminated due to qwen ollama deadlock pattern; B-layer FM-heavy tasks timeout reliably for qwen3.6 35B.,2026-04-26T20:12:00Z,trajectories/qwen_local_full/B11_scrna_cell_cell_communication__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
C01_visium_spatial_domain,C,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,{},no final adata produced,30,1157.2305455207825,,2026-04-26T08:11:04.627921Z,trajectories/qwen_local_full/C01_visium_spatial_domain__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
C01_visium_spatial_domain,C,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""spatial_obsm"": true, ""ground_truth_loaded"": true, ""spatial_domain"": true, ""n_domains"": true, ""spatial_silhouette"": true, ""ari_vs_ground_truth"": true}","spatial_silhouette: spatial silhouette=0.077 | ari_vs_ground_truth: ARI(['spatial_domain', 'clusters', 'leiden', 'spatial_clusters'] vs ground_truth_layer) = 0.348",30,986.1654670238495,,2026-04-26T07:51:47.302360Z,trajectories/qwen_local_full/C01_visium_spatial_domain__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
C02_visium_hd_svg,C,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""spatial_obsm"": true, ""svg_marker"": true, ""svg_count"": true}",svg_count: var['space_variable_features'].sum()=904 ≥ 100,16,1426.9620907306671,,2026-04-26T08:40:36.615046Z,trajectories/qwen_local_full/C02_visium_hd_svg__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
C02_visium_hd_svg,C,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""spatial_obsm"": true, ""svg_marker"": true, ""svg_count"": true}",svg_count: var['space_variable_features'].sum()=200 ≥ 100,18,334.7058870792389,,2026-04-26T08:16:42.811919Z,trajectories/qwen_local_full/C02_visium_hd_svg__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
C04_spatial_trajectory_stt,C,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,silent_none,{},no final adata produced,0,0.0,manual_sentinel: not run on qwen ollama (skipped during smoke_c_layer; spatial-track tasks are heavy and may have been intended for a parallel openrouter sweep). Counted as failure to keep the denominator consistent with mini_swe arms' total task surface.,2026-04-27T11:16:27.282523Z,trajectories/qwen_local_full/C04_spatial_trajectory_stt__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
C04_spatial_trajectory_stt,C,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,False,0.0,silent_none,{},no final adata produced,0,0.0,manual_sentinel: not run on qwen ollama (skipped during smoke_c_layer; spatial-track tasks are heavy and may have been intended for a parallel openrouter sweep). Counted as failure to keep the denominator consistent with mini_swe arms' total task surface.,2026-04-27T11:16:27.282523Z,trajectories/qwen_local_full/C04_spatial_trajectory_stt__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
C05_spatial_celltype_deconvolution,C,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,silent_none,{},no final adata produced,0,0.0,manual_sentinel: not run on qwen ollama (skipped during smoke_c_layer; spatial-track tasks are heavy and may have been intended for a parallel openrouter sweep). Counted as failure to keep the denominator consistent with mini_swe arms' total task surface.,2026-04-27T11:16:27.282523Z,trajectories/qwen_local_full/C05_spatial_celltype_deconvolution__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
C05_spatial_celltype_deconvolution,C,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,False,0.0,silent_none,{},no final adata produced,0,0.0,manual_sentinel: not run on qwen ollama (skipped during smoke_c_layer; spatial-track tasks are heavy and may have been intended for a parallel openrouter sweep). Counted as failure to keep the denominator consistent with mini_swe arms' total task surface.,2026-04-27T11:16:27.282523Z,trajectories/qwen_local_full/C05_spatial_celltype_deconvolution__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
E01_bulk_deconvolution,E,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,{},no final adata produced,16,2300.0,"manual_sentinel: killed by operator after qwen3.6 entered bash-syntax-error loop on E01 (16 turns, 19+ min single-turn generation, no adata saved). Same long-context degeneration pattern as G04/E04. SIGALRM-based timeout did not fire (Python signal blocked by C-level socket recv). Re-run after fixture cell_type fix.",2026-04-26T15:42:30Z,trajectories/qwen_local_full/E01_bulk_deconvolution__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
E01_bulk_deconvolution,E,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""fractions_present"": true, ""multi_method_agreement"": true}","fractions_present: 14 fraction cols, sums≈1, median 14.0 non-zero per sample | multi_method_agreement: 5 methods; mean correlation = 0.635",16,510.2794098854065,,2026-04-26T22:42:42.080597Z,trajectories/qwen_local_full/E01_bulk_deconvolution__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
E03_bulk_de_multi_method,E,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true}",multi_method_de_consistency: 7 DE methods; mean Jaccard = 0.208,25,399.75261425971985,,2026-04-26T12:05:46.644753Z,trajectories/qwen_local_full/E03_bulk_de_multi_method__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
E03_bulk_de_multi_method,E,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true}",multi_method_de_consistency: 4 DE methods; mean Jaccard = 0.332,22,566.0493199825287,,2026-04-26T11:59:06.884604Z,trajectories/qwen_local_full/E03_bulk_de_multi_method__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
E04_bulk_wgcna,E,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.75,wrong_tool_choice,"{""module_assignment"": true, ""n_modules"": true, ""module_trait_table"": true, ""wgcna_real_call"": false}",n_modules: var['wgcna_module'].nunique()=15 | wgcna_real_call: real WGCNA / pyWGCNA invocation: no markers in tool output,10,162.10430574417114,,2026-04-26T15:28:16.351668Z,trajectories/qwen_local_full/E04_bulk_wgcna__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
E04_bulk_wgcna,E,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,False,0.0,silent_none,{},no final adata produced,24,1100.0,"manual_sentinel: killed by operator after qwen3.6 entered repeat-loop on E04 (24+ turns, 11+ min single-turn generation, no convergence on module-eigengene step). qwen lacks self-evaluation step; reasoning empties out at long context. See gpt_e/E04 trajectory for working reference (5 turns, 196s).",2026-04-26T07:52:42Z,trajectories/qwen_local_full/E04_bulk_wgcna__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
E05_bulk_metabol_multivariate,E,hard,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""group_obs"": true, ""two_distinct_groups"": true, ""multivariate_obsm"": true, ""two_distinct_methods"": true, ""supervised_separation"": true}","multivariate_obsm: '^X_(pca|plsda|opls.?da|pls.?da|pls)$'→X_oplsda | two_distinct_methods: 3 matching: ['X_oplsda', 'X_pca', 'X_plsda'] | supervised_separation: silhouette(X_plsda | group) = 0.179",12,122.90395760536194,,2026-04-26T15:31:55.769811Z,trajectories/qwen_local_full/E05_bulk_metabol_multivariate__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
E05_bulk_metabol_multivariate,E,hard,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,True,1.0,none,"{""group_obs"": true, ""two_distinct_groups"": true, ""multivariate_obsm"": true, ""two_distinct_methods"": true, ""supervised_separation"": true}","multivariate_obsm: '^X_(pca|plsda|opls.?da|pls.?da|pls)$'→X_oplsda | two_distinct_methods: 3 matching: ['X_oplsda', 'X_pca', 'X_plsda'] | supervised_separation: silhouette(X_plsda | group) = 0.298",10,96.4951388835907,,2026-04-26T15:29:52.858997Z,trajectories/qwen_local_full/E05_bulk_metabol_multivariate__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
E06_pathway_enrichment,E,medium,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,"{""rank_present"": false, ""enrichment_table"": false}","rank_present: uns missing: ['rank_genes_groups'] | enrichment_table: uns missing: [""regex:'enrich|gsea'""]",18,142.75271248817444,,2026-04-27T04:46:45.402636Z,trajectories/qwen_local_full/E06_pathway_enrichment__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
E06_pathway_enrichment,E,medium,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,"{""rank_present"": false, ""enrichment_table"": false}","rank_present: uns missing: ['rank_genes_groups'] | enrichment_table: uns missing: [""regex:'enrich|gsea'""]",18,210.15756726264954,,2026-04-27T04:44:22.641933Z,trajectories/qwen_local_full/E06_pathway_enrichment__mini_swe_omicverse__qwen3_6_35b_a3b_256k__seed0.json
E07_ppi_network,E,medium,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,False,0.0,exceeded_turns,"{""rank_present"": false, ""ppi_table"": false, ""hub_summary"": false, ""ppi_real_call"": false}","rank_present: uns missing: ['rank_genes_groups'] | ppi_table: uns missing: [""regex:'ppi|interaction|network'""] | hub_summary: uns missing: [""regex:'hub|degree|central'""] | ppi_real_call: real STRINGdb / PPI library invocation: no markers in tool output",18,133.16476273536682,,2026-04-27T04:51:59.873698Z,trajectories/qwen_local_full/E07_ppi_network__mini_swe_baseline__qwen3_6_35b_a3b_256k__seed0.json
